establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|match_company_name|stripped_company_name|company_name_multiple_match
Central States Manufacturing - Sequin|Central States Manufacturing|TX|1|2|77|156885||'Central States Manufacturing'|central states|false
C.L. Linfoot Co|C.L. Linfoot Co|ND|1|2|64|112217||'C.L. Linfoot Co.'|c.l. linfoot|false
Central States Manufacturing - Scottsville|Central States Manufacturing|KY|1|2|43|81125||'Central States Manufacturing'|central states|false
Central States Manufacturing - Hartford|Central States Manufacturing|SD|1|2|81|157929||'Central States Manufacturing'|central states|false
Advanced Industrial Roofing, Inc.|Advanced Industrial Roofing, Inc.|OH|1|2|80|119604||'Advanced Industrial Roofing Inc.'|advanced industrial roofing|false
Corporate|Corporate|MN|1|2|87|159183|411989305|'Corporate Contractors Inc.'|corporate|false
Princeton|Smith Services|WV|1|2|79|163519|300756134|'Smith Group'|smith|false
DMI OH-1|Dimensional Metals Inc|OH|1|2|63|116448|311225408|'Dimensional Metals Inc.'|dimensional metals|false
O'Neal Roofing Company|O'Neal Roofing Company|FL|1|2|36|35648|592015309|'O'Neal Roofing Co. Inc.'|o'neal roofing|false
O'Neal Contracting, Inc.|O'Neal Roofing Company|FL|1|2|32|26059|593126643|'O'Neal Roofing Co. Inc.'|o'neal roofing|false
Milliken Golden Valley|Milliken & Company|NC|1|2|105|218733|510105342|'Milliken & Company'|milliken &|false
Milliken Hatch|Milliken & Company|NC|1|2|88|181041|510105342|'Milliken & Company'|milliken &|false
Anthony Roofing Tecta America.com|Anthony Roofing Tecta America|IL|1|2|85|141688|362699848|'Anthony Roofing Tecta America LLC'|anthony roofing tecta america|false
O'Neal Inc|O'Neal Inc.|SC|1|2|245|434304|570619503|'O'Neal Construction'|o'neal|false
Tech Manufacturing|Tech Manufacturing|MO|1|2|88|43645|912188411|'Tech Corp LLC', 'Tech Systems Inc.'|tech|true
Horch Roofing, Inc.|Horch Roofing, Inc.|ME|1|2|56|105472|272039379|'Horch Roofing'|horch roofing|false
Gustafson Industries Inc|Gustafson Industries Inc|FL|1|2|30|65002|592741607|'Gustafson Industries Inc.'|gustafson|false
Tecta America Austin, LLC|Tecta America Austin, LLC|TX|1|2|22|50744|841505685|'Tecta America Austin LLC'|tecta america austin|false
Roofing|Progressive Roofing Inc|NY|1|2|33|33960|161064150|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Warren Roofing & Insulating Company|Warren Roofing & Insulating Company|OH|1|2|70|122105|340604460|'Warren Roofing & Insulating Co.'|warren roofing & insulating|false
Mid-State Roofing and Coating, Inc|Mid-State Roofing and Coating, Inc|PA|1|2|36|76165|392050264|'Mid-State Roofing and Coating Inc.'|mid-state roofing and coating|false
Pressure Point Roofing|Pressure Point Roofing|OR|1|2|41|85076|931052886|'Pressure Point Roofing'|pressure point roofing|false
The Fania Company|The Fania Company|NJ|1|2|31|56003|221501476|'The Fania Co.'|the fania|false
Royal Management Corp|Royal Management Corporation|IL|1|2|27|56043|363678107|'Royal industries LLC'|royal|false
Alliance Roofing Holdings Inc|Alliance Roofing|CO|1|2|19|42015|853598851|'Alliance Roofing', 'Alliance Roofing, LLC'|alliance roofing|true
Logan Airport Terminal E|Titan Roofing, Inc|MA|1|2|29|54335|42630303|'Titan Roofing'|titan roofing|false
Electric Boat|Titan Roofing Inc|CT|1|1|6|11269|42630303|'Titan Roofing'|titan roofing|false
Albany Office|Titan Roofing, Inc.|NY|1|2|138|270675|42630303|'Titan Roofing'|titan roofing|false
Newburgh Office|Titan Roofing, Inc|NY|1|2|16|30336|42630303|'Titan Roofing'|titan roofing|false
Syracuse Office|Titan Roofing, Inc.|NY|1|2|25|46046|42630303|'Titan Roofing'|titan roofing|false
Plattsburgh|Titan Roofing, Inc|NY|1|2|2|3887|42630303|'Titan Roofing'|titan roofing|false
New Haven Office|Titan Roofing, Inc.|CT|1|2|7|12680|42630303|'Titan Roofing'|titan roofing|false
Worcester|Titan Roofing, Inc.|MA|1|2|5|10932|42630303|'Titan Roofing'|titan roofing|false
Commonwealth Pier|Titan Roofing, Inc|MA|1|2|13|24668|42630303|'Titan Roofing'|titan roofing|false
Quincy Office|Titan Roofing, Inc.|MA|1|2|75|128630|42630303|'Titan Roofing'|titan roofing|false
Springfield Office|Titan Roofing, Inc.|MA|1|2|76|146341|42630303|'Titan Roofing'|titan roofing|false
LR Management Company Related Midwest Office|LR Management Company|IL|1|2|64|133536|363537319|'LR Construction LLC'|lr|false
COLLINS ROOFING INC|Collins Roofing Inc.|UT|1|2|34|81618|870306507|'Collins Roofing Inc.'|collins roofing|false
Atlas roofing|Atlas Roofing Corporation|OK|2|2|88|242026|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Roof Check Inc|Roof Check Inc|CO|1|2|50|99708|841035057|'Roof Check Inc.'|roof check|false
Academy|Academy Roofing Corporation|NH|1|2|32|67799|43758635|'Academy Roofing Inc.'|academy roofing|false
Nor-Son Custom Builders|Anderson Group Inc|MN|1|2|65|121391|411321194|'Anderson Associates'|anderson|false
Nor-Son Construction|Anderson Group Inc|MN|1|2|62|122725|873873087|'Anderson Associates'|anderson|false
Nations Roof Gulf Coast, LLC|Nations Roof Gulf Coast, LLC|AL|1|2|28|57654|475521881|'Nations Roof Gulf Coast'|nations roof gulf coast|false
Barr Roofing Company|Barr Roofing Company|TX|1|2|34|76048||'Barr Roofing Co.'|barr roofing|false
Roof Tech|Roof Tech, Inc.|MN|1|2|33|41296|411738553|'Roof Tech Inc.'|roof tech|false
Crescent Manufacturing|Crescent Manufacturing|NY|1|2|155|306728|222998620|'Crescent Construction Services'|crescent|false
DDP Roofing Services Inc.|DDP Roofing Services Inc.|PA|1|2|98|275111||'DDP Roofing Services Inc.'|ddp roofing|false
Anderson Construction Company of North Florida|Anderson Construction Company|FL|1|1|17|35360|522388318|'Anderson Associates'|anderson|false
Hart Street Warehouse|Window World, Inc.|HI|1|2|70|134400|942978093|'Window World Inc.'|window world|false
Capitol Roofing Solutions LLC|Capitol Roofing Solutions LLC|IL|1|1|3|2616|821629584|'Capitol Roofing Inc.'|capitol roofing|false
Premier Construction Group|Premier Construction Group|PA|1|2|31|64000|251847591|'Premier Enterprises'|premier|false
American Building Systems LLC.|American Building Systems LLC|NV|1|2|142|287320|463600668|'American Building Contractors Inc'|american building|false
Pacific Home Health & Hospice|Preferred Management|OR|1|2|11|18155|931213338|'Preferred Construction Services Inc.'|preferred|false
Kalkreuth Roofing & Sheet Metal, Inc.|Kalkreuth Roofing & Sheet Metal, Inc.|WV|1|2|164|213520|550647319|'Kalkreuth Roofing & Sheet Metal Inc.'|kalkreuth roofing & sheet metal|false
Central States Roofing|Central States Roofing|IA|1|2|45|94931|420939475|'Central States Roofing Co.'|central states roofing|false
US Gypsum Auburn|USG|WA|1|2|48|89256|361898410|'USG Corporation'|usg|false
USG Interiors Cartersville|USG|GA|1|2|29|57210|453811432|'USG Corporation'|usg|false
USG Interiors Cloquet|USG|MN|1|3|312|665350|453811432|'USG Corporation'|usg|false
US Gyspum Delavan|USG|WI|1|2|23|50018|361898410|'USG Corporation'|usg|false
USG Interiors Greenville|USG|MS|1|2|188|412774|453811432|'USG Corporation'|usg|false
Ceilings Plus|USG|CA|1|2|182|344598|384049706|'USG Corporation'|usg|false
USG Interiors Red Wing|USG|MN|1|1|30|67544|453811432|'USG Corporation'|usg|false
USG Interiors Stockton|USG|CA|1|2|22|40479|453811432|'USG Corporation'|usg|false
USG Interiors Walworth|USG|WI|1|2|45|100074|453811432|'USG Corporation'|usg|false
0000000001 ALLIED SERVICES REHAB HOSPITA|ALLIED SERVICES|PA|1|3|405|482886|232523395|'Allied Construction Services'|allied|false
0000000002 DEVELOPMENTAL SERVICES|ALLIED SERVICES|PA|1|3|310|395340|240860110|'Allied Construction Services'|allied|false
0000000003 VOCATIONAL SERVICES|ALLIED SERVICES|PA|1|3|312|449295|240860110|'Allied Construction Services'|allied|false
0000000004 SKILLED NURSING CENTER|ALLIED SERVICES|PA|1|3|470|519804|232523688|'Allied Construction Services'|allied|false
0000000005 JOHN HEINZ INSTITUTE OF REHAB|ALLIED SERVICES|PA|1|3|382|437861|232262852|'Allied Construction Services'|allied|false
0000000006 BURNLEY WORK SHOP DIV 06|ALLIED SERVICES|PA|1|3|116|116027|231642528|'Allied Construction Services'|allied|false
0000000010 MENTAL HEALTH SERVICES|ALLIED SERVICES|PA|1|3|152|150715|240860110|'Allied Construction Services'|allied|false
0000000015 HOME HEALTH|ALLIED SERVICES|PA|1|3|65|88097|240860110|'Allied Construction Services'|allied|false
0000000016 CORPORATE SERVICES|ALLIED SERVICES|PA|1|3|306|384694|240860110|'Allied Construction Services'|allied|false
0000000030 PHARMACY|ALLIED SERVICES|PA|1|3|45|58721|240860110|'Allied Construction Services'|allied|false
0000000040 MEADE STREET SKILLED NURSING|ALLIED SERVICES|PA|1|3|239|262403|232862231|'Allied Construction Services'|allied|false
0000000045 CENTER CITY SKILLED NURSING|ALLIED SERVICES|PA|1|3|94|115119|232862231|'Allied Construction Services'|allied|false
0000000034 HOSPICE|ALLIED SERVICES|PA|1|3|99|112298|240860110|'Allied Construction Services'|allied|false
USG Interiors Westlake|USG|OH|1|2|166|313218|453811432|'USG Corporation'|usg|false
US Gypsum Galena Park|USG|TX|1|3|210|449846|361898410|'USG Corporation'|usg|false
US Gypsum North Kansas City|USG|MO|1|2|52|107037|361898410|'USG Corporation'|usg|false
US Gypsum Oakfield|USG|NY|1|2|113|222147|361898410|'USG Corporation'|usg|false
US Gypsum Otsego|USG|MI|1|3|142|293414|204479731|'USG Corporation'|usg|false
US Gypsum Baltimore|USG|MD|1|2|203|428439|361898410|'USG Corporation'|usg|false
US Gypsum Dallas|USG|TX|1|2|57|122123|361898410|'USG Corporation'|usg|false
US Gypsum Detroit|USG|MI|1|2|100|201721|361898410|'USG Corporation'|usg|false
USG Denver|USG|CO|1|1|15|33964|361898410|'USG Corporation'|usg|false
US Gypsum Fort Dodge|USG|IA|1|2|121|254715|361898410|'USG Corporation'|usg|false
US Gypsum New Orleans|USG|LA|1|2|61|125466|361898410|'USG Corporation'|usg|false
US Gypsum Phoenix|USG|AZ|1|1|18|37021|361898410|'USG Corporation'|usg|false
US Gypsum Southard|USG|OK|1|2|204|413721|361898410|'USG Corporation'|usg|false
US Gypsum Torrance|USG|CA|1|2|42|82307|361898410|'USG Corporation'|usg|false
US Gypsum Weirton|USG|WV|1|2|24|44932|361898410|'USG Corporation'|usg|false
US Gypsum Aliquippa|USG|PA|1|2|164|328387|361898410|'USG Corporation'|usg|false
United States Gypsum Co  Bridgeport Plant|USG|AL|1|2|209|416752|361898410|'USG Corporation'|usg|false
US Gypsum East Chicago|USG|IN|1|2|156|315375|361898410|'USG Corporation'|usg|false
US Gypsum Rainier|USG|OR|1|2|105|199718|361898410|'USG Corporation'|usg|false
US Gypsum Washingtonville|USG|PA|1|2|168|314577|361898410|'USG Corporation'|usg|false
US Gypsum Jacksonville|USG|FL|1|3|231|478937|361898410|'USG Corporation'|usg|false
US Gypsum Plaster City|USG|CA|1|3|260|579390|361898410|'USG Corporation'|usg|false
US Gypsum Shoals|USG|IN|1|2|233|470917|361898410|'USG Corporation'|usg|false
US Gypsum Sigurd|USG|UT|1|2|100|195444|361898410|'USG Corporation'|usg|false
PROtect, LLC|PROtect, LLC|KS|1|3|293|711578|470758334|'ProTect LLC'|protect|false
US Gypsum Sperry|USG|IA|1|2|219|495830|361898410|'USG Corporation'|usg|false
US Gypsum Sweetwater|USG|TX|1|2|248|513325|361898410|'USG Corporation'|usg|false
Turner Roofing Company|Turner Roofing Company|MD|2|2|40|67458|521503035|'Turner Roofing Co.'|turner roofing|false
US Gypsum Port Reading|USG|NJ|1|2|80|155800|361898410|'USG Corporation'|usg|false
Paragon Medical - Indianapolis|MW Industries|IN|1|2|80|410847|351831457|'MW'|mw|false
Paragon Medical - Instruments & Implants - Pierceton|MW Industries|IN|1|3|300|576989|351831457|'MW'|mw|false
Paragon Medical - Cases & Trays - Pierceton|MW Industries|IN|1|3|267|680555|351831457|'MW'|mw|false
Paragon Medical - Smithfield|MW Industries|UT|1|2|190|421518|351831457|'MW'|mw|false
MW Life Sciences - Vandalia|MW Industries|OH|1|2|111|211467|760806287|'MW'|mw|false
Graham Roofing Incorporated|Graham Roofing Incorporated|MS|1|2|42|82477|640512412|'Graham Roofing Inc.'|graham roofing|false
Vestal Park Rehabilitation and Nursing Center|USG|NY|1|2|148|231128|274402705|'USG Corporation'|usg|false
Stonebrook Exterior - Colorado|Stonebrook Exterior|CO|1|2|28|58897|260431159|'Stonebrook Exterior'|stonebrook exterior|false
Stonebrook Exterior - Nebraska|Stonebrook Exterior|NE|1|2|137|234714|260431159|'Stonebrook Exterior'|stonebrook exterior|false
JHS Restoration, Inc.|JHS Restoration, Inc.|CT|1|1|18|32214|272097915|'JHS Restoration Inc.'|jhs restoration|false
The Garland Company|The Garland Company|OH|1|3|341|709280|341115246|'The Garland Company Inc.'|the garland|false
Scalo Inc.|Scalo Inc.|PA|1|2|32|67789|232885490|'Scalo Incorporated'|scalo|false
Benchmark|Benchmark|AZ|1|2|126|237316|742211011|'Benchmark Inc.'|benchmark|false
CertainTeed-Orem|CertainTeed|UT|1|2|95|174260|232510893|'CertainTeed LLC'|certainteed|false
United States Roofing Corporation|United States Roofing Corporation|PA|1|2|156|250054|231528668|'United States Roofing Corp.'|united states roofing|false
Willow Lake|Corporate|MN|1|3|453|900576|410268370|'Corporate Contractors Inc.'|corporate|false
Recovery Roofing Inc|Recovery Roofing Inc|FL|1|2|25|56534|843651605|'Recovery Roofing Inc.'|recovery roofing|false
BK 11809|MRB Holdings LLC|NV|1|2|20|28686|200816567|'MRB Contractors LLC'|mrb|false
BK 3993|MRB Holdings LLC|NV|1|2|20|25356|200816567|'MRB Contractors LLC'|mrb|false
Owens Corning|Owens Corning|TX|1|2|106|221223||'Owens Corning'|owens corning|false
JM Eagle PCP|JM Manufacturing|CA|1|1|14|24790|840895616|'JM Contractors Inc'|jm|false
Corporate Technologies LLC|Corporate Technologies LLC|MN|1|2|203|356252|202409337|'Corporate Contractors Inc.'|corporate|false
MONARCH CONSTRUCTION CO|MONARCH CONSTRUCTION CO|IL|1|2|60|128748|363603650|'Monarch Consulting Services'|monarch|false
ALVA ROOFING COMPANY|ALVA ROOFING COMPANY|OK|1|2|50|55221||'Alva Roofing Co.'|alva roofing|false
Hytech Roofing, INC|Hytech Roofing, INC|WA|1|2|52|106438|911202974|'HyTech Roofing Inc.'|hytech roofing|false
Interstate Construction Development Company|Interstate Construction Development Company|MD|1|2|116|208564|522190821|'Interstate Corp.'|interstate|false
Owens Corning Foam - Rockford|Owens Corning|IL|1|2|68|136274||'Owens Corning'|owens corning|false
Palmer International Inc|Palmer International Inc|PA|1|2|49|90163||'Palmer Construction'|palmer|false
RAS Services, Inc.|RAS Services Inc|TX|1|2|74|120280|870733880|'RAS Systems LLC'|ras|false
C.O. Beck & Sons|C.O. Beck & Sons|ME|1|2|22|35000|10246859|'C.O. Beck & Sons Inc.'|c.o. beck & sons|false
Roofing by Curry|Roofing by Curry|FL|1|2|175|364000||'Roofing by Curry'|roofing by curry|false
Silktown Roofing, Inc./Derby CT|Silktown Roofing, Inc.|CT|1|2|50|81092|61350674|'Silktown Roofing Inc.'|silktown roofing|false
Silktown Roofing, Inc./Manchester CT|Silktown Roofing, Inc.|CT|1|2|75|162071|61350674|'Silktown Roofing Inc.'|silktown roofing|false
Silktown Roofing, Inc.-North/Douglas, MA|Silktown Roofing, Inc.|MA|1|2|25|45014|61350674|'Silktown Roofing Inc.'|silktown roofing|false
Skyline Construction Inc|Skyline Construction Inc|CA|1|2|205|293563|943250856|'Skyline Construction Services Inc.'|skyline|false
TAMKO Building Products LLC - Columbus|TAMKO Building Products LLC|KS|1|2|23|42086|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO Building Products LLC - Dallas|TAMKO Building Products LLC|TX|1|2|89|180410|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO Building Products LLC - Frederick|TAMKO Building Products LLC|MD|1|2|105|212073|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO Building Products LLC - Phillipsburg|TAMKO Building Products LLC|KS|1|2|96|186468|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO Building Products LLC - Tuscaloosa|TAMKO Building Products LLC|AL|1|2|94|197872|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO Building Products LLC - Ennis|TAMKO Building Products LLC|TX|1|2|28|55075|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO Building Products LLC - High Street|TAMKO Building Products LLC|MO|1|2|104|210838|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO Building Products LLC - Knoxville|TAMKO Building Products LLC|TN|1|2|37|74825|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO Building Products LLC - Rangeline|TAMKO Building Products LLC|MO|1|2|38|75630|440502367|'TAMKO Building Products Inc.'|tamko building products|false
Savannah|GAF|GA|1|2|151|356059|223626208|'GAF'|gaf|false
Cross Technologies Inc Greenville|Cross Technologies Inc|SC|1|2|24|46565|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Raleigh|Cross Technologies Inc|NC|1|2|21|42682|560600094|'Cross Construction CO. INC.'|cross|false
Alpha New Jersey|Alpha|NJ|1|3|580|118898|363601505|'Alpha Construction Services'|alpha|false
CertainTeed|CertainTeed|MI|1|2|238|455465|232510893|'CertainTeed LLC'|certainteed|false
River City Roofing|River City Roofing|FL|1|2|18|22780|200703878|'River City Roofing', 'River City Roofing Co. Inc.'|river city roofing|true
Russell Roofing Company|Russell Roofing Company|PA|1|2|37|59815|232680214|'Russell Roofing Co. Inc.'|russell roofing|false
McKinnis Inc.|McKinnis Inc.|NE|1|2|82|151483|470752353|'McKinnis Inc.'|mckinnis|false
Allweather Roof|Allweather Roof|MN|1|2|79|138402|411536214|'Allweather Roof'|allweather roof|false
Owens Corning|Owens Corning|FL|1|2|90|108425|432109021|'Owens Corning'|owens corning|false
EXCEL Home Office|EXCEL|LA|1|2|75|137127||'Excel Construction Group'|excel|false
EXCEL Fabrication|EXCEL|LA|1|2|60|165909|721329331|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Shintech, Freeport|EXCEL|TX|1|3|423|1108858|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Westlake, Calvert City KY|EXCEL|KY|1|2|78|165114|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Shintech, Addis|EXCEL|LA|1|2|92|186358|721503785|'Excel Construction Group'|excel|false
A. W. Farrell & Son, Inc. - Erie|A. W. Farrell & Son, Inc.|PA|1|2|35|57513|160954042|'A. W. Farrell & Son'|a. w. farrell & son|false
A. W. Farrell & Son, Inc. - Las Vegas|A. W. Farrell & Son, Inc.|NV|1|2|36|51678|160954042|'A. W. Farrell & Son'|a. w. farrell & son|false
A. W. Farrell & Son, Inc. - Plattsburgh|A. W. Farrell & Son, Inc.|NY|1|2|22|47195|160954042|'A. W. Farrell & Son'|a. w. farrell & son|false
EXCEL Maintenance @ Westlake, Geismar|EXCEL|LA|1|2|37|94732|721503785|'Excel Construction Group'|excel|false
A. W. Farrell & Son, Inc. - Dunkirk|A. W. Farrell & Son, Inc.|NY|1|2|28|46642|160954042|'A. W. Farrell & Son'|a. w. farrell & son|false
CCM|Carlisle Construction Materials|PA|1|3|982|1965999|161449809|'Carlisle Construction Materials'|carlisle construction materials|false
Owens Corning Irving Roofing & Asphalt Plant LLC|Owens Corning|TX|1|2|237|573443||'Owens Corning'|owens corning|false
Delta T Construction|Delta T Construction|WI|1|2|79|201191|391421168|'Delta T Construction Co. Inc.'|delta t|false
Snyder Roofing of Oregon, LLC|Snyder Roofing and Sheet Metal, LLC.|OR|1|2|92|191777|911676752|'Snyder Roofing and Sheet Metal, Inc.'|snyder roofing and sheet metal|false
Snyder Roofing of Washington, LLC|Snyder Roofing and Sheet Metal, LLC.|WA|1|2|163|333732|911976752|'Snyder Roofing and Sheet Metal, Inc.'|snyder roofing and sheet metal|false
IKO Northeast Inc|IKO Industries|MD|1|2|60|111695|611847605|'IKO Industries'|iko|false
Consolidated Industries|Consolidated Industries|CT|1|2|76|136699|61547622|'Consolidated Enterprises Inc.'|consolidated|false
Cross Technologies Inc Nissan Canton|Cross Technologies Inc|MS|1|2|29|55584|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Nissan Smyrna|Cross Technologies Inc|TN|1|2|36|67485|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Oklahoma City|Cross Technologies Inc|OK|1|2|44|89416|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Whitsett|Cross Technologies Inc|NC|1|2|126|125885|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Automation Group|Cross Technologies Inc|NC|1|2|51|97718|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Knoxville|Cross Technologies Inc|TN|1|2|51|97318|560600094|'Cross Construction CO. INC.'|cross|false
INNOVATIVE ROOFING INC.|INNOVATIVE ROOFING INC.|FL|1|2|15|24469|274530568|'Innovative Roofing', 'Innovative Roofing Systems LLC'|innovative roofing|true
KAM ROOFING SERVICES LLC|KAM ROOFING SERVICES LLC|FL|1|2|27|51032|833997083|'KAM Roofing Services'|kam roofing|false
CMR CONSTRUCTION & ROOFING, LLC-FL|CMR CONSTRUCTION & ROOFING, LLC|FL|1|2|151|305386|710873844|'CMR Construction & Roofing'|cmr construction & roofing|false
CMR CONSTRUCTION & ROOFING, LLC-OK|CMR CONSTRUCTION & ROOFING, LLC|OK|1|2|39|78148|710873844|'CMR Construction & Roofing'|cmr construction & roofing|false
Gordon Solutions LLC|Gordon Solutions LLC|WI|1|2|18|27119|272409745|'Gordon Contractors Inc.'|gordon|false
Office|BP Builders|MO|1|2|20|43780|811488183|'BP Builders'|bp builders|false
Continental Tire the Americas, LLC|Continental Tire the Americas LLC|GA|1|3|257|623226|341417030|'Continental Tire the Americas LLC.'|continental tire the americas|false
Memphis Trumbull Asphalt Plant|Owens Corning|TN|1|2|20|37075|320176634|'Owens Corning'|owens corning|false
Owens Corning Roofing Plant|Owens Corning|TN|1|2|105|257175|320176634|'Owens Corning'|owens corning|false
OKC - Southwest Tube|Webco Industries|OK|1|3|213|506452|731097133|'WEBCO Services LLC'|webco|false
7445_17135|Encore Roofing, Inc.|GA|1|2|60|130537|10551453|'Encore Roofing Inc.'|encore roofing|false
O'Neal Steel Incoporated_Knoxville|O'Neal Industries|TN|1|2|20|42420|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporate_Waterloo|O'Neal Industries|IA|1|2|24|51857|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Birmingham|O'Neal Industries|AL|1|2|117|250345|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Evansville|O'Neal Industries|IN|1|2|20|43453|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Ft. Wayne|O'Neal Industries|IN|1|2|22|46671|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Grand Pairie|O'Neal Industries|TX|1|2|50|144970|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Greensboro|O'Neal Industries|NC|1|2|30|63838|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Jackson|O'Neal Industries|MS|1|2|24|50963|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Jacksonville|O'Neal Industries|FL|1|2|22|47208|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Lafayette|O'Neal Industries|LA|1|2|21|44704|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_LIttle Rock|O'Neal Industries|AR|1|2|19|40055|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Mobile|O'Neal Industries|AL|1|2|26|55129|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Nashville|O'Neal Industries|TN|1|2|21|44347|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Pittsburgh|O'Neal Industries|PA|1|2|21|43989|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Shelbyville|O'Neal Industries|IN|1|2|73|156644|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC Corporate Office|O'Neal Industries|AL|1|2|185|396617|630196990|'O'Neal Construction'|o'neal|false
New Excelsior Inc|Alpha Industries Inc|NC|1|2|76|151909|464271510|'Alpha Construction Services'|alpha|false
Mt. Vernon|Owens Corning|OH|1|2|40|94868|371525228|'Owens Corning'|owens corning|false
Precision Construction Company|Precision Construction Company|OR|1|2|31|66888|930984839|'Precision Construction Services'|precision|false
COMMERCIAL ROOFING LLC|COMMERCIAL ROOFING LLC|NM|1|2|41|82951|850457633|'Commercial Roofing Co. LLC', 'Commercial Roofing LLC', 'Commercial Roofing Systems Inc.'|commercial roofing|true
Westlake Royal Roofing LLC|Westlake Royal Roofing LLC|CA|1|2|33|65478|330769563|'Westlake Royal Roofing'|westlake royal roofing|false
Westlake Royal Roofing LLC - Stockton|Westlake Royal Roofing LLC|CA|1|2|37|78484|330769563|'Westlake Royal Roofing'|westlake royal roofing|false
Berridge Florida Sales Corporation|Berridge Manufacturing|FL|1|1|3|6272|811958099|'Berridge Manufacturing Co.'|berridge|false
Berridge California Sales Corporation|Berridge Manufacturing|CA|1|1|4|7636|710960386|'Berridge Manufacturing Co.'|berridge|false
Berridge - Phoenix|Berridge Manufacturing Company|AZ|1|1|3|4941|742125639|'Berridge Manufacturing Co.'|berridge|false
G&L Tube LLC|O'Neal Industries|TN|1|2|148|310267|842568461|'O'Neal Construction'|o'neal|false
Berridge - Kansas|Berridge Manufacturing Company|KS|1|1|3|6140|742125639|'Berridge Manufacturing Co.'|berridge|false
Owens Corning|Owens Corning|OH|1|3|464|931972||'Owens Corning'|owens corning|false
Berridge - Denver|Berridge Manufacturing Company|CO|1|1|6|13866|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Dallas|Berridge Manufacturing Company|TX|1|1|6|12170|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Chicago|Berridge Manufacturing Company|IL|1|1|3|5868|742125639|'Berridge Manufacturing Co.'|berridge|false
Westlake Royal Roofing LLC-Corona|Westlake Royal Roofing LLC|CA|1|2|53|119733|330769563|'Westlake Royal Roofing'|westlake royal roofing|false
Berridge - Atlanta|Berridge Manufacturing Company|GA|1|1|4|6728|742125639|'Berridge Manufacturing Co.'|berridge|false
Momentum Builders Inc|Momentum Builders Inc|PA|1|1|14|17712|251413147|'Momentum Builders Inc.'|momentum builders|false
Chowchilla|CertainTeed Corporation|CA|1|2|176|363744|232510893|'CertainTeed LLC'|certainteed|false
Berridge - Oklahoma|Berridge Manufacturing Company|OK|1|1|4|7973|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Corporate|Berridge Manufacturing|TX|1|2|30|68364|742125639|'Berridge Manufacturing Co.'|berridge|false
COOPER ROOFING & SOLAR, INC.|COOPER ROOFING & SOLAR, INC.|NV|1|3|378|812700|270365569|'Cooper Roofing & Solar INC'|cooper roofing & solar|false
Westlake Royal Roofing LLC-Denver|Westlake Royal Roofing LLC|CO|1|1|15|33646|330769563|'Westlake Royal Roofing'|westlake royal roofing|false
Charleston SC IW Plant|Owens Corning|SC|1|2|33|59502|930957943|'Owens Corning'|owens corning|false
PAPT - AIS|AIS|PA|1|2|49|96687|251399868|'AIS Construction Inc'|ais|false
