establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
East Main Group Home|Monarch|NC|1|1|9|11549|561326126|'Monarch Consulting Services'|monarch|false
Eklund Apartments|Monarch|NC|1|1|2|4012|561326126|'Monarch Consulting Services'|monarch|false
Anderson Road Group Home|Monarch|NC|1|1|11|10860|561326126|'Monarch Consulting Services'|monarch|false
Andrea Drive Group Home|Monarch|NC|1|1|3|6225|561326126|'Monarch Consulting Services'|monarch|false
Anson Adult Group Home|Monarch|NC|1|1|4|7508|561326126|'Monarch Consulting Services'|monarch|false
BMC OKC|Berridge Manufacturing|OK|1|1|5|5895|742125639|'Berridge Manufacturing Co.'|berridge|false
BMC Georgia|Berridge Manufacturing|GA|1|1|4|8061|742125639|'Berridge Manufacturing Co.'|berridge|false
BMC Dallas|Berridge Manufacturing|TX|1|1|6|10276|742125639|'Berridge Manufacturing Co.'|berridge|false
BMC Denver|Berridge Manufacturing|CO|1|1|6|10841|742125639|'Berridge Manufacturing Co.'|berridge|false
BMC Chicago|Berridge Manufacturing|IL|1|1|3|5899|742125639|'Berridge Manufacturing Co.'|berridge|false
BMC Phoenix|Berridge Manufacturing|AR|1|1|3|6925|742125639|'Berridge Manufacturing Co.'|berridge|false
BMC Kansas|Berridge Manufacturing|KS|1|1|3|6235|742125639|'Berridge Manufacturing Co.'|berridge|false
Asheboro School Road Group Home|Monarch|NC|1|1|4|7041|561326126|'Monarch Consulting Services'|monarch|false
RAS Services, Inc.|RAS Services Inc|TX|1|2|114|209225|870733880|'RAS Systems LLC'|ras|false
SECU Youth Crisis Center|Monarch|NC|1|21|58|81379|561326126|'Monarch Consulting Services'|monarch|false
Stanly Industrial Services|Monarch|NC|1|2|21|28130|561326126|'Monarch Consulting Services'|monarch|false
ABR Construction Inc.|ABR Construction Inc.|KY|1|2|98|162199|610971502|'ABR Construction Inc.'|abr|false
Stokes Opportunity Center|Monarch|NC|1|1|4|5244|561326126|'Monarch Consulting Services'|monarch|false
Russell Roofing Company|Russell Roofing Company|PA|1|21|35|67090|232680214|'Russell Roofing Co. Inc.'|russell roofing|false
Studio 651|Monarch|NC|1|2|70|93898|561326126|'Monarch Consulting Services'|monarch|false
Vocational Opportunities in the Community|Monarch|NC|1|1|8|15098|561326126|'Monarch Consulting Services'|monarch|false
CBRE - American Red Cross|CBRE Inc|DC|1|21|21|43672|952743174|'CBRE'|cbre|false
CBRE - Armstrong|CBRE Inc|PA|1|21|26|54070|952743174|'CBRE'|cbre|false
CBRE - ASML|CBRE Inc|CA|1|21|42|87343|952743174|'CBRE'|cbre|false
CBRE - Clorox|CBRE Inc|CA|1|21|20|41592|952743174|'CBRE'|cbre|false
Second Street Group Home|Monarch|NC|1|1|11|12911|561326126|'Monarch Consulting Services'|monarch|false
Simbelyn Group Home|Monarch|NC|1|1|9|10014|561326126|'Monarch Consulting Services'|monarch|false
Great Lakes Management GTHI NorBella Champlin|Great Lakes Management|MN|1|2|41|50041|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Hayden Grove St. Anthony|Great Lakes Management|MN|1|21|30|33949|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Amira Choice Bloomington|Great Lakes Management|MN|1|2|75|95666|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI NorBella Savage|Great Lakes Management|MN|1|1|41|55279|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Caretta Bellevue|Great Lakes Management|WI|1|21|35|33345|203937802|'Great Lakes Systems Inc.'|great lakes|false
Moss I Group Home|Monarch|NC|1|1|12|17958|561326126|'Monarch Consulting Services'|monarch|false
Great Lakes Management GTHI Cottagewood Rochester|Great Lakes Management|MN|1|2|213|291790|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management Corporate|Great Lakes Management|MN|1|2|51|94697|411614587|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management Laurel Village|Great Lakes Management|MN|1|2|17|22862|411614587|'Great Lakes Systems Inc.'|great lakes|false
Moss II Group Home|Monarch|NC|1|1|24|31458|561326126|'Monarch Consulting Services'|monarch|false
Great Lakes Management GTHI Cottagewood  Mankato|Great Lakes Management|MN|1|2|39|30293|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Talamore Sun Prairie|Great Lakes Management|WI|1|21|75|76956|203937802|'Great Lakes Systems Inc.'|great lakes|false
Mt. Gilead Children's Home|Monarch|NC|1|1|15|23645|561326126|'Monarch Consulting Services'|monarch|false
Great Lakes Management GTHI Global Pointe Senior Living|Great Lakes Management|MN|1|2|64|73019|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Caretta Holmen|Great Lakes Management|WI|1|21|38|33760|203937802|'Great Lakes Systems Inc.'|great lakes|false
Myrtlewood Group Home|Monarch|NC|1|1|13|22115|561326126|'Monarch Consulting Services'|monarch|false
CBRE - B1 Manufacturing 2001 Rankin Rd|CBRE Inc|TX|1|21|30|62388|952743174|'CBRE'|cbre|false
North 7th Street Group Home|Monarch|NC|1|1|7|9636|561326126|'Monarch Consulting Services'|monarch|false
Great Lakes Management GTHI Talamore Woodbury|Great Lakes Management|MN|1|21|79|60214|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI NorBella Centerville|Great Lakes Management|MN|1|21|38|39190|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI NorBella Prior Lake|Great Lakes Management|MN|1|2|44|46656|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Hayden Grove|Great Lakes Management|MN|1|2|85|74825|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood  Buffalo MC|Great Lakes Management|MN|1|2|59|74579|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI The Glenn Hopkins Terraces|Great Lakes Management|MN|1|2|68|112686|203937802|'Great Lakes Systems Inc.'|great lakes|false
Milliken & Company - Limestone Plant|Milliken & Company|SC|1|22|236|359764|510105342|'Milliken & Company'|milliken &|false
Great Lakes Management GTHI The Glenn Minnetonka|Great Lakes Management|MN|1|2|81|113349|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood  Buffalo AL|Great Lakes Management|MN|1|2|59|65447|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Seven Hills Senior Living|Great Lakes Management|MN|1|2|47|49858|203937802|'Great Lakes Systems Inc.'|great lakes|false
North Hillside Apartments|Monarch|NC|1|1|2|2903|561326126|'Monarch Consulting Services'|monarch|false
Great Lakes Management GTHI Talamore St. Cloud|Great Lakes Management|MN|1|2|95|76796|203937802|'Great Lakes Systems Inc.'|great lakes|false
Pilotview Group Home|Monarch|NC|1|1|12|15460|561326126|'Monarch Consulting Services'|monarch|false
River City Achievement Center-Pasquotank|Monarch|NC|1|2|26|27818|561326126|'Monarch Consulting Services'|monarch|false
CBRE  -  General Motors  - Milford|CBRE Inc|MI|1|22|104|216278|952743174|'CBRE'|cbre|false
Hoke County #1 Group Home|Monarch|NC|1|1|7|9652|561326126|'Monarch Consulting Services'|monarch|false
Karen Lane Group Home|Monarch|NC|1|1|13|21244|561326126|'Monarch Consulting Services'|monarch|false
CBRE - W1 - Retail Sector  -  IL009|CBRE Inc|IL|1|21|62|128935|952743174|'CBRE'|cbre|false
CBRE - W4 - 1 North Jefferson|CBRE Inc|MO|1|21|34|70706|952743174|'CBRE'|cbre|false
CBRE - W4 - 101 N Independence Mall E|CBRE Inc|PA|1|21|21|43672|952743174|'CBRE'|cbre|false
CBRE - W4 - 2701 Wells Fargo Way|CBRE Inc|MN|1|21|38|79025|952743174|'CBRE'|cbre|false
CBRE - W4 - 30 Hudson Yards|CBRE Inc|NY|1|21|32|66547|952743174|'CBRE'|cbre|false
CBRE - W4 - Mobile Maintenance - 2701 Wells Fargo Way|CBRE Inc|MN|1|3|353|734099|952743174|'CBRE'|cbre|false
CBRE - W5 -  2301 Patriot Blvd|CBRE Inc|IL|1|21|35|72786|952743174|'CBRE'|cbre|false
CBRE - W6 - Industrial and Logistics - 2000 N M - 63|CBRE Inc|MI|1|21|78|162209|952743174|'CBRE'|cbre|false
CBRE - World Trade Center|CBRE Inc|NY|1|21|67|139333|952743174|'CBRE'|cbre|false
CBRE - PJM - 2100 McKinney Ave|CBRE Inc|TX|1|3|653|1357979|952743174|'CBRE'|cbre|false
CBRE - AdvPM - 2100 McKinney Ave|CBRE Inc|TX|1|3|15580|32400168|952743174|'CBRE'|cbre|false
CBRE - S13 - 1 Congress Street|CBRE Inc|MA|1|21|35|72786|952743174|'CBRE'|cbre|false
CBRE - S13 - 1776 Heritage Street|CBRE Inc|MA|1|21|32|66547|952743174|'CBRE'|cbre|false
CBRE - S15 - Region1 - RTP|CBRE Inc|NC|1|21|28|58229|952743174|'CBRE'|cbre|false
CBRE - S15 - Region2 - Slater|CBRE Inc|IA|1|21|65|135174|952743174|'CBRE'|cbre|false
CBRE - S15 - Region3 - Gilroy West|CBRE Inc|CA|1|21|55|114378|952743174|'CBRE'|cbre|false
CBRE - S1 - New York  -  55 Water Street|CBRE Inc|NY|1|21|21|43672|952743174|'CBRE'|cbre|false
CBRE - S3 - Mobile - 200 East Campus Blvd Suite 300|CBRE Inc|OH|1|21|64|133094|952743174|'CBRE'|cbre|false
CBRE - S4 - 2100 McKinney Ave|CBRE Inc|TX|1|22|148|307781|952743174|'CBRE'|cbre|false
CBRE - S6 - 333 Coney Street|CBRE Inc|MA|1|21|22|45751|952743174|'CBRE'|cbre|false
CBRE - S9 - 2244 Walnut Ave|CBRE Inc|CA|1|21|90|187164|952743174|'CBRE'|cbre|false
CBRE - T1 - CENTrAL|CBRE Inc|MA|1|21|50|103980|952743174|'CBRE'|cbre|false
CBRE - T1 - KENDALL|CBRE Inc|MA|1|21|26|54070|952743174|'CBRE'|cbre|false
CBRE - T1 - MASSBIO|CBRE Inc|MA|1|21|35|72786|952743174|'CBRE'|cbre|false
CBRE - T5 - Insurance - NorthEast - Building Campus - 690 Asylum Ave|CBRE Inc|CT|1|21|49|101900|952743174|'CBRE'|cbre|false
CBRE - T7 - 6160 Sprint Parkway non specific MT and virtual|CBRE Inc|KS|1|3|283|588527|952743174|'CBRE'|cbre|false
CBRE - T8 - Hartford  -  co The Travelers|CBRE Inc|CT|1|21|51|106060|952743174|'CBRE'|cbre|false
CBRE - T9 - CBRE Occice  -  Charlotte|CBRE Inc|NC|1|21|78|162209|952743174|'CBRE'|cbre|false
CBRE - U1 - USA San Francisco 1725 3rd St  -  MB4|CBRE Inc|CA|1|21|99|205880|952743174|'CBRE'|cbre|false
CBRE - U2 - 9900 Bren Rd E|CBRE Inc|MN|1|3|514|1068914|952743174|'CBRE'|cbre|false
CBRE - U3 - IL - Mobile - 55 Glenlake Pkwy|CBRE Inc|GA|1|22|127|264109|952743174|'CBRE'|cbre|false
CBRE - U4 - 9800 Fredrickburg Rd|CBRE Inc|TX|1|21|91|189244|952743174|'CBRE'|cbre|false
CBRE - M8 - WA157 - Main Campus - 8950 154th Avenue NE|CBRE Inc|WA|1|21|21|43672|952743174|'CBRE'|cbre|false
CBRE - M8 - WA247 - Main Campus - 4200 150th Avenue NE|CBRE Inc|WA|1|22|227|472069|952743174|'CBRE'|cbre|false
CBRE - N1 - AMS - ATL - 1055 Howell Mill Rd|CBRE Inc|GA|1|21|35|72266|952743174|'CBRE'|cbre|false
CBRE - N1 - AMS - CHI - 550 North Rush St|CBRE Inc|IL|1|21|35|72266|952743174|'CBRE'|cbre|false
CBRE - N1 - LAHQ - 5533 Waters Edge Way|CBRE Inc|CA|1|21|35|72266|952743174|'CBRE'|cbre|false
CBRE - N1 - LAHQ - SFO - 140 New Montgomery St Ste 1100|CBRE Inc|CA|1|21|35|72266|952743174|'CBRE'|cbre|false
CBRE - N1 - MHE - Connect - 3633 Commerce Center Blvd|CBRE Inc|PA|1|21|35|72266|952743174|'CBRE'|cbre|false
CBRE - N1 - MHE - Dash - 1300 Fulghum Rd|CBRE Inc|TX|1|21|35|72266|952743174|'CBRE'|cbre|false
CBRE - N1 - MHE - Relay - 5331 Carpenter Ave|CBRE Inc|CA|1|21|35|72266|952743174|'CBRE'|cbre|false
CBRE - N1 - WHQ - 15625 SW Greystone Ct|CBRE Inc|OR|1|21|35|72266|952743174|'CBRE'|cbre|false
CBRE - N3 - 2100 McKinney Avenue|CBRE Inc|TX|1|3|1798|3739121|952743174|'CBRE'|cbre|false
CBRE - N4 - FPS - Chicago -  50 South LaSalle|CBRE Inc|IL|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE - N5 - Cambridge - 220 Massachusetts Av|CBRE Inc|MA|1|21|55|114378|952743174|'CBRE'|cbre|false
CBRE - N5 - East Hanover - One Health Plaza|CBRE Inc|NJ|1|21|69|143492|952743174|'CBRE'|cbre|false
CBRE - N6 - 2788 San Tomas Expy|CBRE Inc|CA|1|21|30|62388|952743174|'CBRE'|cbre|false
CBRE - N6 - 2800 Scott Blvd|CBRE Inc|CA|1|21|30|62388|952743174|'CBRE'|cbre|false
CBRE - N7 - NW Memorial Hosp - 541 N Fairbanks|CBRE Inc|IL|1|22|143|297383|952743174|'CBRE'|cbre|false
CBRE - R1 - DC  -  1900 N St NW 7th Floor|CBRE Inc|DC|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE - REI - 2100 McKinney Avenue|CBRE Inc|TX|1|3|416|865114|952743174|'CBRE'|cbre|false
CBRE - S11 -  1605 Bartlett York PA|CBRE Inc|PA|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - S11 -  1605 - Remote Seattle Office|CBRE Inc|WA|1|22|126|262030|952743174|'CBRE'|cbre|false
CBRE - J3 - 5757 Green Bay Ave|CBRE Inc|WI|1|21|63|131015|952743174|'CBRE'|cbre|false
CBRE - J4 - New York City - 200 Park Ave|CBRE Inc|NY|1|3|322|669631|952743174|'CBRE'|cbre|false
CBRE - J4 - Polaris - 1111 Polaris Pkwy|CBRE Inc|OH|1|21|29|60308|952743174|'CBRE'|cbre|false
CBRE - K1 - Client HQ Office - 1 Kellogg Square|CBRE Inc|MI|1|21|49|101900|952743174|'CBRE'|cbre|false
CBRE - K2 - Skillman - 199 Grandview Road|CBRE Inc|NJ|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - K3 - Retail  - Mobile - 4910 Tiedeman Drive|CBRE Inc|OH|1|21|77|160129|952743174|'CBRE'|cbre|false
CBRE - K4 - 1400 Fountaingrove Parkway|CBRE Inc|CA|1|21|37|76945|952743174|'CBRE'|cbre|false
CBRE - M10 - North - Engineering - 1300 Thames|CBRE Inc|MA|1|21|85|176766|952743174|'CBRE'|cbre|false
CBRE - M10 - NYC Union - Engineering - 1585 broadway|CBRE Inc|NY|1|22|188|390965|952743174|'CBRE'|cbre|false
CBRE - M10 - South - Engineering -|CBRE Inc|NY|1|21|64|133094|952743174|'CBRE'|cbre|false
CBRE - M11 -   Remote Worker Office - 500 W Monroe|CBRE Inc|IL|1|21|26|54070|952743174|'CBRE'|cbre|false
CBRE - M5 - 17360 Brookhurst Street|CBRE Inc|CA|1|21|25|51990|952743174|'CBRE'|cbre|false
CBRE - M6 - 770 Sumneytown Pke|CBRE Inc|PA|1|22|114|237074|952743174|'CBRE'|cbre|false
CBRE - M7 - 1 Hacker Way|CBRE Inc|CA|1|22|166|345214|952743174|'CBRE'|cbre|false
CBRE - M7 - 322 Airport Blvd|CBRE Inc|CA|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE - M7 - 6539 Dumbarton Circle|CBRE Inc|CA|1|21|37|76945|952743174|'CBRE'|cbre|false
CBRE - M8 - CA1954 - NorAm Campus - 1045 La Avenida|CBRE Inc|CA|1|21|29|60308|952743174|'CBRE'|cbre|false
CBRE - M8 - GA414 - NorAm Campus - 170 17th Street NW|CBRE Inc|GA|1|21|23|47831|952743174|'CBRE'|cbre|false
CBRE - M8 - VA180 - NorAm Campus - 101 Herbert Drive|CBRE Inc|VA|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - M8 - WA029 - Main Campus - 5020 148th Avenue NE|CBRE Inc|WA|1|3|597|1241521|952743174|'CBRE'|cbre|false
CBRE - M8 - WA146 - Main Campus - 5000 148th Avenue NE|CBRE Inc|WA|1|21|47|97741|952743174|'CBRE'|cbre|false
TW Metals - STP|O'Neal Industries|NJ|1|21|23|45929|464009440|'O'Neal Construction'|o'neal|false
Active Roofing LLC|Active Roofing LLC|IL|1|21|44|121780|873402093|'Active Roofing Co. Inc.'|active roofing|false
CBRE - G5 - 122 East Brokaw Road|CBRE Inc|CA|1|21|21|43672|952743174|'CBRE'|cbre|false
CBRE - G5 - 2000 N Shoreline Blvd|CBRE Inc|CA|1|21|34|70706|952743174|'CBRE'|cbre|false
CBRE - G5 - 2690 Casey Avenue|CBRE Inc|CA|1|21|52|108139|952743174|'CBRE'|cbre|false
CBRE - G5 - 285 W Tasman|CBRE Inc|CA|1|21|27|56149|952743174|'CBRE'|cbre|false
CBRE - G5 - Distributed Employees - 2100 McKinney Ave|CBRE Inc|TX|1|22|241|501184|952743174|'CBRE'|cbre|false
CBRE - H1 - Richmond - 1211 Sherwood Ave|CBRE Inc|VA|1|21|25|51990|952743174|'CBRE'|cbre|false
CBRE - H2 - Healthcare  -  1601 East 19th Avenue|CBRE Inc|CO|1|21|25|51990|952743174|'CBRE'|cbre|false
CBRE - H6 - 2455 Paces Ferry Road|CBRE Inc|GA|1|21|99|205880|952743174|'CBRE'|cbre|false
CBRE - H7 - 2525 West 190th Street|CBRE Inc|CA|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - H7 - 402 South 36th Street|CBRE Inc|AZ|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - H7 - 855 South Mint Street|CBRE Inc|NC|1|21|25|51990|952743174|'CBRE'|cbre|false
CBRE - I3 - H - CO - Lutheran Medical Center - 8300 W 38th Ave|CBRE Inc|CO|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - I3 - H - CO - Saint Marys Medical Center - 2635 N 7th Street|CBRE Inc|CO|1|21|30|62388|952743174|'CBRE'|cbre|false
CBRE - I3 - H - CO - St Joseph Hospital - 1375 E 19th Ave|CBRE Inc|CO|1|21|33|68627|952743174|'CBRE'|cbre|false
CBRE - I3 - H - MT - St Vincent Hospital - 1233 N 30th Street|CBRE Inc|MT|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - I4 - 2535 Garcia Ave|CBRE Inc|CA|1|21|25|51990|952743174|'CBRE'|cbre|false
CBRE - I6 - Corporate - 33 Arch Street|CBRE Inc|MA|1|21|47|97741|952743174|'CBRE'|cbre|false
CBRE - J1 - HQ - 6501 Legacy Drive|CBRE Inc|TX|1|21|30|62388|952743174|'CBRE'|cbre|false
CBRE - J1 - Retail - 801 N Congress Ave|CBRE Inc|FL|1|22|219|455432|952743174|'CBRE'|cbre|false
CBRE - J2 - Malvern|CBRE Inc|PA|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - J2 - Raritan|CBRE Inc|NJ|1|22|131|272428|952743174|'CBRE'|cbre|false
Mainstream Group Home|Monarch|NC|1|1|9|12134|561326126|'Monarch Consulting Services'|monarch|false
CBRE - E2 - 893 S Delaware Street|CBRE Inc|IN|1|3|324|673790|952743174|'CBRE'|cbre|false
CBRE - E3 -  N  -  New York City  -  1MW|CBRE Inc|NY|1|21|45|93582|952743174|'CBRE'|cbre|false
CBRE - E4 - Technology - 1111 Expedia Way West|CBRE Inc|WA|1|21|27|56149|952743174|'CBRE'|cbre|false
CBRE - E5 - 1795 Burt St|CBRE Inc|TX|1|21|36|74866|952743174|'CBRE'|cbre|false
CBRE - E5 - 22777 Springwoods Village Pkwy|CBRE Inc|TX|1|21|35|72786|952743174|'CBRE'|cbre|false
CBRE - E5 - 4045 Scenic Hwy|CBRE Inc|LA|1|21|43|89423|952743174|'CBRE'|cbre|false
CBRE - E5 - 4500 Bayway Dr|CBRE Inc|TX|1|21|54|112298|952743174|'CBRE'|cbre|false
CBRE - F2 - 417 20th Street North|CBRE Inc|TX|1|22|195|405522|952743174|'CBRE'|cbre|false
CBRE - F3 - Merrimack - 1 Spartan Way|CBRE Inc|NH|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE - F5 - 700 Universe|CBRE Inc|FL|1|21|45|93582|952743174|'CBRE'|cbre|false
CBRE - F7 - El Cajon  -  1890 Cordell Ct|CBRE Inc|CA|1|21|46|95662|952743174|'CBRE'|cbre|false
CBRE - F7 - Remote - 1890 Cordell Ct|CBRE Inc|CA|1|21|36|74866|952743174|'CBRE'|cbre|false
CBRE - F7 - Remote - 2500 Gateway Center|CBRE Inc|NC|1|21|23|47831|952743174|'CBRE'|cbre|false
CBRE - G1 - Remote - 2100 McKinney Ave|CBRE Inc|TX|1|22|173|359771|952743174|'CBRE'|cbre|false
CBRE - G3 -  Life Sciences - Onsite -  709 Swedeland Road UM|CBRE Inc|PA|1|21|89|185084|952743174|'CBRE'|cbre|false
CBRE - G3 - Life Sciences -  Onsite -  1011 North Arendell Avenue ZEB|CBRE Inc|NC|1|21|72|149731|952743174|'CBRE'|cbre|false
CBRE - G3 - Life Sciences -  Onsite -  1250 S Collegeville Rd UP|CBRE Inc|PA|1|22|102|212119|952743174|'CBRE'|cbre|false
CBRE - G3 - Life Sciences -  Onsite -  14200 Shady Grove Road HGA|CBRE Inc|MD|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE - G3 - Life Sciences -  Remote Employees -  709 Swedeland Road UM|CBRE Inc|PA|1|21|35|72786|952743174|'CBRE'|cbre|false
CBRE - G4 - Jersey City NJ067|CBRE Inc|NJ|1|21|47|97741|952743174|'CBRE'|cbre|false
CBRE - G5 - 100 Bay View Drive|CBRE Inc|CA|1|21|49|101900|952743174|'CBRE'|cbre|false
Meadowview Group Home|Monarch|NC|1|1|12|23897|561326126|'Monarch Consulting Services'|monarch|false
CBRE - B2 - GDC - Richmond - 8011 Villa Park Drive|CBRE Inc|VA|1|21|37|76945|952743174|'CBRE'|cbre|false
CBRE - B2 - GDC - Sandston - 6050 White Oak Creek Dr|CBRE Inc|VA|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - B2 - Static - Deerfield - 655 Paper Mill Road|CBRE Inc|DE|1|21|20|41592|952743174|'CBRE'|cbre|false
CBRE - B2 - Static - New York - 1 Bryant Park|CBRE Inc|NY|1|21|32|66547|952743174|'CBRE'|cbre|false
CBRE - B2 - Static - Pennington - 1200 American Blvd|CBRE Inc|NJ|1|21|22|45751|952743174|'CBRE'|cbre|false
CBRE - B3 - FPS - 240 Greenwich Street|CBRE Inc|NY|1|21|45|93582|952743174|'CBRE'|cbre|false
CBRE - B4 - 1100 Belk Boulevard|CBRE Inc|MS|1|21|22|45751|952743174|'CBRE'|cbre|false
CBRE - B4 - 4800 East Johnson Avenue|CBRE Inc|AR|1|21|22|45751|952743174|'CBRE'|cbre|false
CBRE - B4 - 6019 Walnut Grove Rd|CBRE Inc|TN|1|21|47|97741|952743174|'CBRE'|cbre|false
CBRE - B4 - 6900 Tanners Way Cove|CBRE Inc|MS|1|21|22|45751|952743174|'CBRE'|cbre|false
CBRE - B6  -  TX1538 - 1901 SW HK Dodgen Loop - Temple|CBRE Inc|TX|1|21|53|110219|952743174|'CBRE'|cbre|false
CBRE - B6  -  TX1542 - 2401 South 31st Street - Temple|CBRE Inc|TX|1|21|22|45751|952743174|'CBRE'|cbre|false
CBRE - B6  -  TX714 - 3500 Gaston Ave - Dallas|CBRE Inc|TX|1|21|63|131015|952743174|'CBRE'|cbre|false
CBRE - B6  -  TX723 - 1400 8th Avenue - Fort Worth|CBRE Inc|TX|1|21|27|56149|952743174|'CBRE'|cbre|false
CBRE - C10 - Beachwood - 25900 Science Park Drive|CBRE Inc|OH|1|21|44|91502|952743174|'CBRE'|cbre|false
CBRE - C13 - MI025 - Auburn Hills - 3701 Hamlin Rd|CBRE Inc|MI|1|21|75|155970|952743174|'CBRE'|cbre|false
CBRE - C13 - TX700 - Dallas - 10601 Forest Lane|CBRE Inc|TX|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE - C14 CBRE Office  -  Memphis|CBRE Inc|TN|1|22|109|226676|952743174|'CBRE'|cbre|false
CBRE - C14 CHI St Alexius Bismarck|CBRE Inc|ND|1|21|22|45751|952743174|'CBRE'|cbre|false
CBRE - C16 -  11 Madison Ave|CBRE Inc|NY|1|21|40|83184|952743174|'CBRE'|cbre|false
CBRE - C16 -  6933 Louis Stevens Drive|CBRE Inc|NC|1|21|22|45751|952743174|'CBRE'|cbre|false
Middleton Street Group Home|Monarch|NC|1|1|3|6011|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Forsyth (Cherry Street)|Monarch|NC|1|2|47|90688|561326126|'Monarch Consulting Services'|monarch|false
CBRE  -  Consolidated Rental Car|CBRE Inc|TX|1|21|30|62388|952743174|'CBRE'|cbre|false
CBRE  -  Disney|CBRE Inc|CA|1|21|42|87343|952743174|'CBRE'|cbre|false
CBRE  -  Harley Davidson  -  Milwaukee|CBRE Inc|WI|1|21|23|47831|952743174|'CBRE'|cbre|false
CBRE  -  Lam Research  -  Fremont|CBRE Inc|CA|1|21|30|62388|952743174|'CBRE'|cbre|false
CBRE  -  Lam Research  -  Tualatin|CBRE Inc|OR|1|21|28|58229|952743174|'CBRE'|cbre|false
CBRE  -  LPL Financial|CBRE Inc|SC|1|21|23|47831|952743174|'CBRE'|cbre|false
CBRE  -  Old National Bank  -  Evansville|CBRE Inc|IN|1|21|53|110219|952743174|'CBRE'|cbre|false
CBRE  -  Phoenix Childrens Hospital|CBRE Inc|AZ|1|21|41|85264|952743174|'CBRE'|cbre|false
CBRE  -  UCSF|CBRE Inc|CA|1|21|60|124776|952743174|'CBRE'|cbre|false
CBRE  -  Viavi Solutions|CBRE Inc|CA|1|21|21|43672|952743174|'CBRE'|cbre|false
CBRE  -  Weatherford College|CBRE Inc|TX|1|21|30|62388|952743174|'CBRE'|cbre|false
CBRE - 14248 Hwy 370|CBRE Inc|NE|1|21|25|51990|952743174|'CBRE'|cbre|false
CBRE  -  2000 Sierra Point Parkway|CBRE Inc|CA|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE  -  4400 W 78th Street|CBRE Inc|MN|1|21|66|137254|952743174|'CBRE'|cbre|false
CBRE  -  555 E Lancaster Avenue|CBRE Inc|PA|1|21|48|99821|952743174|'CBRE'|cbre|false
CBRE  -  6501 Legacy Dr|CBRE Inc|TX|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE  -  700 Commerce Drive|CBRE Inc|IL|1|21|54|112298|952743174|'CBRE'|cbre|false
CBRE  -  A10  -  2100 McKinney Ave Suite 700|CBRE Inc|TX|1|3|525|1091790|952743174|'CBRE'|cbre|false
CBRE - A5 - MEM4 - TN287 - AR Southeast|CBRE Inc|TN|1|21|73|151811|952743174|'CBRE'|cbre|false
CBRE - A5 - MGE1 - GA287 - RXD Plus and TSSL|CBRE Inc|GA|1|21|24|49910|952743174|'CBRE'|cbre|false
CBRE - A5 - MGE9 - GA287 - ATS|CBRE Inc|GA|1|21|50|103980|952743174|'CBRE'|cbre|false
CBRE - A5 - MTN1 - DE287 - AR Central and Northeast|CBRE Inc|DE|1|21|92|191323|952743174|'CBRE'|cbre|false
CBRE - A5 - OMA2 - NE287 - AR West|CBRE Inc|NE|1|21|70|145572|952743174|'CBRE'|cbre|false
CBRE - A5 - PDX7 - OR287 - TNS|CBRE Inc|OR|1|21|21|43672|952743174|'CBRE'|cbre|false
