establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Raintree Services Inc.|Raintree Services Inc.|PA|1|2|30|72072||'Raintree Services Inc.'|raintree|false
Central States Roofing & Insulating Company|Central States Roofing & Insulating Company|CO|1|3|115|191094|840384567|'Central States Roofing & Insulating Co.'|central states roofing & insulating|false
Anthony Roofing Tecta America.com|Anthony Roofing Tecta America|IL|1|2|71|127279|362699848|'Anthony Roofing Tecta America LLC'|anthony roofing tecta america|false
Tecta America Illinois Roofing LLC|Tecta America Illinois Roofing|IL|1|2|54|73611|204162663|'Tecta America Illinois Roofing LLC'|tecta america illinois roofing|false
R.K. Hydro-Vac, PA, Inc|R.K. Hydro-Vac, PA, Inc|PA|1|2|52|80567|311290225|'R.K. Hydro-Vac Inc.'|r.k. hydro-vac|false
DTTP Waller|Goodman Manufacturing Company|TX|1|3|8115|17336694||'Goodman Construction LLC'|goodman|false
Goodman Business Unit|Goodman|TX|1|3|1990|3568779||'Goodman Construction LLC'|goodman|false
Fayetteville Plant|Goodman Manufacturing|TN|1|2|41|88179||'Goodman Construction LLC'|goodman|false
Russell Roofing Inc.|Russell Roofing Inc.|PA|1|2|35|65489|232680214|'Russell Roofing Co. Inc.'|russell roofing|false
Tecta America Metro New York,LLC|Tecta America Metro New York,LLC|NJ|1|1|14|28453||'Tecta America Metro New York LLC'|tecta america metro new york|false
TEMA Roofing Services|TEMA Roofing Services|OH|1|2|30|52867||'TEMA Roofing Services LLC'|tema roofing|false
Cooper Roofing & Solar|Cooper Roofing & Solar|NV|1|3|258|554700|270365569|'Cooper Roofing & Solar INC'|cooper roofing & solar|false
54th St Enid Plant|Tyson Foods, Inc.|OK|1|3|483|976001|730957451|'Tyson Foods Inc.'|tyson foods|false
Albany Plant|Tyson Foods, Inc.|KY|1|3|779|2334048|582337198|'Tyson Foods Inc.'|tyson foods|false
Albertville Plant|Tyson Foods, Inc.|AL|1|3|861|1606361|710802999|'Tyson Foods Inc.'|tyson foods|false
Amarillo Foreward Warehouse|Tyson Foods, Inc.|TX|1|2|91|159620|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo Freezer|Tyson Foods, Inc.|TX|1|2|51|92201|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo Hides|Tyson Foods, Inc.|TX|1|2|184|354410|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo PBX|Tyson Foods, Inc.|TX|1|2|45|87782|470557612|'Tyson Foods Inc.'|tyson foods|false
Amarillo Plant|Tyson Foods, Inc.|TX|1|3|3877|7201359|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo TASCO|Tyson Foods, Inc.|TX|1|2|25|53403|710857514|'Tyson Foods Inc.'|tyson foods|false
Amherst Plant|Tyson Foods, Inc.|OH|1|3|528|973406|340661082|'Tyson Foods Inc.'|tyson foods|false
Bates Mountain Farms|Tyson Foods, Inc.|AR|1|2|56|111708|710628109|'Tyson Foods Inc.'|tyson foods|false
Bear Hollow Farms|Tyson Foods, Inc.|MO|1|2|148|299534|710628109|'Tyson Foods Inc.'|tyson foods|false
Bergman Feed Mill|Tyson Foods, Inc.|AR|1|2|19|38976|710815087|'Tyson Foods Inc.'|tyson foods|false
Berry Street Plant|Tyson Foods, Inc.|AR|1|3|1279|2465841|710815087|'Tyson Foods Inc.'|tyson foods|false
Berryville Growout|Tyson Foods, Inc.|AR|1|2|24|56843|620852669|'Tyson Foods Inc.'|tyson foods|false
Berryville Plant|Tyson Foods, Inc.|AR|1|3|990|2027785|710815087|'Tyson Foods Inc.'|tyson foods|false
Blairsville Hatchery|Tyson Foods, Inc.|GA|1|2|43|84248|710628109|'Tyson Foods Inc.'|tyson foods|false
Blountsville Plant|Tyson Foods, Inc.|AL|1|3|670|1237272|710802999|'Tyson Foods Inc.'|tyson foods|false
Bolivar Feed Mill|Tyson Foods, Inc.|GA|1|2|39|108205|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Freezer|Tyson Foods, Inc.|OK|1|2|54|96177|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Hatchery|Tyson Foods, Inc.|OK|1|2|21|48948|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Plant|Tyson Foods, Inc.|OK|1|3|1533|2652802|710815086|'Tyson Foods Inc.'|tyson foods|false
Camilla Feedmill|Tyson Foods, Inc.|GA|1|2|14|79689|582036865|'Tyson Foods Inc.'|tyson foods|false
Camilla Hatchery|Tyson Foods, Inc.|GA|1|2|32|130062|582036865|'Tyson Foods Inc.'|tyson foods|false
Camilla Plant|Tyson Foods, Inc.|GA|1|3|1099|3512978|582036865|'Tyson Foods Inc.'|tyson foods|false
Carthage Plant|Tyson Foods, Inc.|TX|1|3|574|995892|710815087|'Tyson Foods Inc.'|tyson foods|false
Carthage Plant (Choctaw)|Tyson Foods, Inc.|MS|1|3|1525|2582845|560754148|'Tyson Foods Inc.'|tyson foods|false
Caseyville Plant|Tyson Foods, Inc.|IL|1|2|229|430303|800304279|'Tyson Foods Inc.'|tyson foods|false
Center Growout|Tyson Foods, Inc.|TX|1|2|18|42054|560754148|'Tyson Foods Inc.'|tyson foods|false
Center Hatchery|Tyson Foods, Inc.|TX|1|2|24|50920|560754148|'Tyson Foods Inc.'|tyson foods|false
Center Processing Plant|Tyson Foods, Inc.|TX|1|3|1414|2649745|560754148|'Tyson Foods Inc.'|tyson foods|false
Center Warehouse|Tyson Foods, Inc.|TX|1|2|34|88961|560754148|'Tyson Foods Inc.'|tyson foods|false
Ceres Plant|Tyson Foods, Inc.|MS|1|3|522|977975|710802999|'Tyson Foods Inc.'|tyson foods|false
Chicago Plant (Bruss)|Tyson Foods, Inc.|IL|1|3|296|542354|362338268|'Tyson Foods Inc.'|tyson foods|false
Chick-N-Quick Plant|Tyson Foods, Inc.|AR|1|3|936|2058801|710815087|'Tyson Foods Inc.'|tyson foods|false
Cincinnati Plant|Tyson Foods, Inc.|OH|1|3|759|1504301|800304279|'Tyson Foods Inc.'|tyson foods|false
Claremont Plant|Tyson Foods, Inc.|NC|1|3|757|1661412|800304279|'Tyson Foods Inc.'|tyson foods|false
Clarksville Growout|Tyson Foods, Inc.|AR|1|2|66|153574|710815087|'Tyson Foods Inc.'|tyson foods|false
Clarksville Hatchery #1|Tyson Foods, Inc.|AR|1|2|28|55128|710815087|'Tyson Foods Inc.'|tyson foods|false
Clarksville Plant|Tyson Foods, Inc.|AR|1|3|1230|2177977|710815087|'Tyson Foods Inc.'|tyson foods|false
Claryville Plant|Tyson Foods, Inc.|KY|1|3|739|1476755|362089049|'Tyson Foods Inc.'|tyson foods|false
Cleveland Hatchery (CV)|Tyson Foods, Inc.|GA|1|2|54|110134|710628109|'Tyson Foods Inc.'|tyson foods|false
Columbia Plant|Tyson Foods, Inc.|SC|1|2|103|175236|481175514|'Tyson Foods Inc.'|tyson foods|false
Concordia Plant|Tyson Foods, Inc.|MO|1|2|199|357795|421233965|'Tyson Foods Inc.'|tyson foods|false
Corydon Plant|Tyson Foods, Inc.|IN|1|3|351|642042|710802999|'Tyson Foods Inc.'|tyson foods|false
Council Bluffs Case Rdy Plant|Tyson Foods, Inc.|IA|1|3|1555|3072747|710857514|'Tyson Foods Inc.'|tyson foods|false
Council Bluffs Prepared|Tyson Foods, Inc.|IA|1|2|220|459683|481175514|'Tyson Foods Inc.'|tyson foods|false
Craig Feed Mill|Tyson Foods, Inc.|OK|1|2|32|56909|710815087|'Tyson Foods Inc.'|tyson foods|false
Cumming Growout|Tyson Foods, Inc.|GA|1|2|18|43649|710815087|'Tyson Foods Inc.'|tyson foods|false
Cumming Live Haul|Tyson Foods, Inc.|GA|1|2|22|55067|710815087|'Tyson Foods Inc.'|tyson foods|false
Cumming Plant|Tyson Foods, Inc.|GA|1|3|1187|2244109|710815087|'Tyson Foods Inc.'|tyson foods|false
Dahlonega Hatchery|Tyson Foods, Inc.|GA|1|2|33|69109|560754148|'Tyson Foods Inc.'|tyson foods|false
Dakota City Hides|Tyson Foods, Inc.|NE|1|2|188|390924|710857514|'Tyson Foods Inc.'|tyson foods|false
Dakota City PBX|Tyson Foods, Inc.|NE|1|2|36|71044|470557612|'Tyson Foods Inc.'|tyson foods|false
Dakota City Plant|Tyson Foods, Inc.|NE|1|3|3831|7635939|710857514|'Tyson Foods Inc.'|tyson foods|false
Dallas Plant|Tyson Foods, Inc.|TX|1|2|158|339279|481175514|'Tyson Foods Inc.'|tyson foods|false
Dardanelle Growout|Tyson Foods, Inc.|AR|1|2|28|66966|710815087|'Tyson Foods Inc.'|tyson foods|false
Dardanelle Plant|Tyson Foods, Inc.|AR|1|3|922|1640063|710815086|'Tyson Foods Inc.'|tyson foods|false
Dexter Hatchery|Tyson Foods, Inc.|MO|1|2|19|39286|710802999|'Tyson Foods Inc.'|tyson foods|false
Dexter Plant|Tyson Foods, Inc.|MO|1|3|628|1178460|710802999|'Tyson Foods Inc.'|tyson foods|false
Eagle Grove Farms|Tyson Foods, Inc.|GA|1|2|40|80253|710628109|'Tyson Foods Inc.'|tyson foods|false
Easley Plant|Tyson Foods, Inc.|SC|1|2|66|109522|341185649|'Tyson Foods Inc.'|tyson foods|false
Eastville Farm|Tyson Foods, Inc.|VA|1|2|20|39799|471384119|'Tyson Foods Inc.'|tyson foods|false
Edwardsville Fwd WH|Tyson Foods, Inc.|KS|1|2|128|216563|710857514|'Tyson Foods Inc.'|tyson foods|false
Emporia PBX|Tyson Foods, Inc.|KS|1|2|21|41249|470557612|'Tyson Foods Inc.'|tyson foods|false
Emporia Plant|Tyson Foods, Inc.|KS|1|3|916|1785902|710857514|'Tyson Foods Inc.'|tyson foods|false
Enid Distribution Center|Tyson Foods, Inc.|OK|1|2|166|304149|730957451|'Tyson Foods Inc.'|tyson foods|false
Enterprise Enid Plant|Tyson Foods, Inc.|OK|1|3|471|996333|730957451|'Tyson Foods Inc.'|tyson foods|false
Eufaula Feedmill|Tyson Foods, Inc.|AL|1|2|22|81864|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula FP Plant|Tyson Foods, Inc.|AL|1|3|190|617194|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula Fresh Plant|Tyson Foods, Inc.|AL|1|3|827|1622736|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula Hatchery|Tyson Foods, Inc.|AL|1|2|30|115866|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula Live Haul|Tyson Foods, Inc.|AL|1|2|14|61686|050596460|'Tyson Foods Inc.'|tyson foods|false
Fayetteville Complex|Tyson Foods, Inc.|AR|1|3|789|1496906|710815084|'Tyson Foods Inc.'|tyson foods|false
Fayetteville Hatchery (CV)|Tyson Foods, Inc.|AR|1|2|34|84191|710628109|'Tyson Foods Inc.'|tyson foods|false
Finney County Freezer|Tyson Foods, Inc.|KS|1|2|43|92634|710857514|'Tyson Foods Inc.'|tyson foods|false
Finney County Hides|Tyson Foods, Inc.|KS|1|2|133|271563|710857514|'Tyson Foods Inc.'|tyson foods|false
Finney County PBX|Tyson Foods, Inc.|KS|1|2|22|50202|470557612|'Tyson Foods Inc.'|tyson foods|false
Finney County Plant|Tyson Foods, Inc.|KS|1|3|3350|6665812|710857514|'Tyson Foods Inc.'|tyson foods|false
Forest Distribution Center|Tyson Foods, Inc.|MS|1|2|96|169178|710815086|'Tyson Foods Inc.'|tyson foods|false
Forest Growout (MLO)|Tyson Foods, Inc.|MS|1|2|61|149406|560754148|'Tyson Foods Inc.'|tyson foods|false
Forest, MS Complex|Tyson Foods, Inc.|MS|1|3|1184|1770830|560754148|'Tyson Foods Inc.'|tyson foods|false
Forest, MS Route Sales|Tyson Foods, Inc.|MS|1|2|32|42639|710815086|'Tyson Foods Inc.'|tyson foods|false
Fort Smith Plant|Tyson Foods, Inc.|AR|1|2|103|215814|710815087|'Tyson Foods Inc.'|tyson foods|false
Fort Worth Distribution Center|Tyson Foods, Inc.|TX|1|2|36|67986|481175514|'Tyson Foods Inc.'|tyson foods|false
Fort Worth South Dist Center|Tyson Foods, Inc.|TX|1|2|4|6065|710815086|'Tyson Foods Inc.'|tyson foods|false
Franklin Feedmill|Tyson Foods, Inc.|KY|1|2|19|81391|582337198|'Tyson Foods Inc.'|tyson foods|false
Franklin Hatchery|Tyson Foods, Inc.|KY|1|2|11|46297|582337198|'Tyson Foods Inc.'|tyson foods|false
Gadsden Plant|Tyson Foods, Inc.|AL|1|3|456|1015601|233073393|'Tyson Foods Inc.'|tyson foods|false
Glen Allen Plant|Tyson Foods, Inc.|VA|1|3|710|1233084|560754148|'Tyson Foods Inc.'|tyson foods|false
Goodlettsville Case Rdy Plant|Tyson Foods, Inc.|TN|1|3|2129|4399083|710857514|'Tyson Foods Inc.'|tyson foods|false
Grand Meadow Farms|Tyson Foods, Inc.|OK|1|2|135|244785|710628109|'Tyson Foods Inc.'|tyson foods|false
Grannis Plant|Tyson Foods, Inc.|AR|1|3|415|734071|710815087|'Tyson Foods Inc.'|tyson foods|false
Grannis/Broken Bow Growout|Tyson Foods, Inc.|AR|1|2|27|69376|710815087|'Tyson Foods Inc.'|tyson foods|false
Green Forest Hatchery|Tyson Foods, Inc.|AR|1|2|24|46867|710815087|'Tyson Foods Inc.'|tyson foods|false
Green Forest Par-Fry Plant|Tyson Foods, Inc.|AR|1|3|538|1034786|710815087|'Tyson Foods Inc.'|tyson foods|false
Green Forest Plant|Tyson Foods, Inc.|AR|1|3|1260|2376193|710815087|'Tyson Foods Inc.'|tyson foods|false
Haltom City Distribution Ctr|Tyson Foods, Inc.|TX|1|2|103|200032|472384604|'Tyson Foods Inc.'|tyson foods|false
Haltom City Plant|Tyson Foods, Inc.|TX|1|3|814|1852126|362089049|'Tyson Foods Inc.'|tyson foods|false
Harwood Hatchery|Tyson Foods, Inc.|TX|1|2|24|50748|560754148|'Tyson Foods Inc.'|tyson foods|false
Hays Hatchery|Tyson Foods, Inc.|NC|1|2|30|63290|560754148|'Tyson Foods Inc.'|tyson foods|false
Hope Feed Mill|Tyson Foods, Inc.|AR|1|2|34|72656|710802999|'Tyson Foods Inc.'|tyson foods|false
Hope Growout|Tyson Foods, Inc.|AR|1|2|23|57161|710802999|'Tyson Foods Inc.'|tyson foods|false
Hope Hatchery|Tyson Foods, Inc.|AR|1|2|34|60761|710802999|'Tyson Foods Inc.'|tyson foods|false
Hope Plant|Tyson Foods, Inc.|AR|1|3|1279|2375557|710802999|'Tyson Foods Inc.'|tyson foods|false
Houston Portwall St Plant|Tyson Foods, Inc.|TX|1|3|593|1246321|510392340|'Tyson Foods Inc.'|tyson foods|false
Houston, TX Route Sales|Tyson Foods, Inc.|TX|1|2|18|38301|710815086|'Tyson Foods Inc.'|tyson foods|false
Humboldt Plant|Tyson Foods, Inc.|TN|1|2|11|23128|560754148|'Tyson Foods Inc.'|tyson foods|false
Hutchinson Plant|Tyson Foods, Inc.|KS|1|3|417|824169|481175514|'Tyson Foods Inc.'|tyson foods|false
Hutchinson Plant (KPR)|Tyson Foods, Inc.|KS|1|2|160|272103|481175514|'Tyson Foods Inc.'|tyson foods|false
Independence Plant|Tyson Foods, Inc.|IA|1|3|271|526517|203651396|'Tyson Foods Inc.'|tyson foods|false
Indianapolis Distribution Ctr|Tyson Foods, Inc.|IN|1|2|118|209652|710815086|'Tyson Foods Inc.'|tyson foods|false
ITC Hatchery|Tyson Foods, Inc.|AR|1|2|31|63482|710815087|'Tyson Foods Inc.'|tyson foods|false
Iva Lee Feed Mill|Tyson Foods, Inc.|AL|1|2|24|54511|710802999|'Tyson Foods Inc.'|tyson foods|false
Jacksonville Plant (Bruss)|Tyson Foods, Inc.|FL|1|2|202|395942|362338268|'Tyson Foods Inc.'|tyson foods|false
Jefferson Plant|Tyson Foods, Inc.|WI|1|2|35|98749|232797861|'Tyson Foods Inc.'|tyson foods|false
Johnson Road Print Shop|Tyson Foods, Inc.|AR|1|2|35|70133|710815073|'Tyson Foods Inc.'|tyson foods|false
Joslin Freezer|Tyson Foods, Inc.|IL|1|2|37|70563|710857514|'Tyson Foods Inc.'|tyson foods|false
Joslin Hides|Tyson Foods, Inc.|IL|1|2|104|217479|710857514|'Tyson Foods Inc.'|tyson foods|false
Joslin Plant|Tyson Foods, Inc.|IL|1|3|2519|5033898|710857514|'Tyson Foods Inc.'|tyson foods|false
Kansas City Plant|Tyson Foods, Inc.|KS|1|3|322|690435|362089049|'Tyson Foods Inc.'|tyson foods|false
Kentucky Farms (CV)|Tyson Foods, Inc.|KY|1|2|35|77048|710628109|'Tyson Foods Inc.'|tyson foods|false
Kentucky Hatchery (CV)|Tyson Foods, Inc.|KY|1|2|64|130878|710628109|'Tyson Foods Inc.'|tyson foods|false
Lexington Freezer|Tyson Foods, Inc.|NE|1|2|39|74952|710857514|'Tyson Foods Inc.'|tyson foods|false
Lexington Hides|Tyson Foods, Inc.|NE|1|2|84|174999|710857514|'Tyson Foods Inc.'|tyson foods|false
Lexington Plant|Tyson Foods, Inc.|NE|1|3|2946|5874703|710857514|'Tyson Foods Inc.'|tyson foods|false
Logansport Plant|Tyson Foods, Inc.|IN|1|3|2110|3972968|710857514|'Tyson Foods Inc.'|tyson foods|false
Louisa County Freezer|Tyson Foods, Inc.|IA|1|2|72|147723|710857514|'Tyson Foods Inc.'|tyson foods|false
Louisa County Plant|Tyson Foods, Inc.|IA|1|3|1243|2559659|710857514|'Tyson Foods Inc.'|tyson foods|false
Macon Distribution Center|Tyson Foods, Inc.|GA|1|3|258|474972|472384604|'Tyson Foods Inc.'|tyson foods|false
Madison Ham Plant|Tyson Foods, Inc.|NE|1|2|192|358252|710857514|'Tyson Foods Inc.'|tyson foods|false
Madison Plant|Tyson Foods, Inc.|NE|1|3|1272|2526034|710857514|'Tyson Foods Inc.'|tyson foods|false
Magee Feed Mill (MLO)|Tyson Foods, Inc.|MS|1|2|23|50965|560754148|'Tyson Foods Inc.'|tyson foods|false
Magee Hatchery (MLO)|Tyson Foods, Inc.|MS|1|2|18|39981|560754148|'Tyson Foods Inc.'|tyson foods|false
Mexican Original Portland Plnt|Tyson Foods, Inc.|IN|1|3|519|979657|710815084|'Tyson Foods Inc.'|tyson foods|false
Mexican Original Sanford Plant|Tyson Foods, Inc.|NC|1|3|499|936879|710815084|'Tyson Foods Inc.'|tyson foods|false
Monett Growout|Tyson Foods, Inc.|MO|1|2|20|47031|710815087|'Tyson Foods Inc.'|tyson foods|false
Monett Hatchery #1|Tyson Foods, Inc.|MO|1|2|30|52456|710815087|'Tyson Foods Inc.'|tyson foods|false
Monett Plant|Tyson Foods, Inc.|MO|1|3|612|1040724|710815087|'Tyson Foods Inc.'|tyson foods|false
Monroe Growout|Tyson Foods, Inc.|NC|1|2|23|58349|560754148|'Tyson Foods Inc.'|tyson foods|false
Monroe Hatchery|Tyson Foods, Inc.|NC|1|2|26|56526|560754148|'Tyson Foods Inc.'|tyson foods|false
Monroe Plant|Tyson Foods, Inc.|NC|1|3|1400|2615968|560754148|'Tyson Foods Inc.'|tyson foods|false
Morrilton Hatchery|Tyson Foods, Inc.|AR|1|2|22|40989|710815087|'Tyson Foods Inc.'|tyson foods|false
Murfreesboro Hatchery|Tyson Foods, Inc.|AR|1|2|18|37354|710815087|'Tyson Foods Inc.'|tyson foods|false
N. Little Rock Plant|Tyson Foods, Inc.|AR|1|2|187|336746|710815087|'Tyson Foods Inc.'|tyson foods|false
Nashville Growout|Tyson Foods, Inc.|AR|1|2|20|49338|710815087|'Tyson Foods Inc.'|tyson foods|false
Nashville Plant|Tyson Foods, Inc.|AR|1|3|1393|2520167|710815087|'Tyson Foods Inc.'|tyson foods|false
Neshoba Feed Mill (MLO)|Tyson Foods, Inc.|MS|1|2|38|88108|560754148|'Tyson Foods Inc.'|tyson foods|false
New Holland F/P Plant|Tyson Foods, Inc.|PA|1|3|257|513449|710815087|'Tyson Foods Inc.'|tyson foods|false
New Holland Plant|Tyson Foods, Inc.|PA|1|3|524|1021872|710815087|'Tyson Foods Inc.'|tyson foods|false
New London Plant|Tyson Foods, Inc.|WI|1|3|924|1826747|362089049|'Tyson Foods Inc.'|tyson foods|false
Newbern Plant|Tyson Foods, Inc.|TN|1|3|675|1507072|362089049|'Tyson Foods Inc.'|tyson foods|false
Newbern Warehouse|Tyson Foods, Inc.|TN|1|2|30|64229|362089049|'Tyson Foods Inc.'|tyson foods|false
Newton Hatchery (MLO)|Tyson Foods, Inc.|MS|1|2|32|65367|560754148|'Tyson Foods Inc.'|tyson foods|false
Noel Freezer|Tyson Foods, Inc.|MO|1|2|49|95193|710802999|'Tyson Foods Inc.'|tyson foods|false
Noel Plant|Tyson Foods, Inc.|MO|1|3|1397|2678606|710802999|'Tyson Foods Inc.'|tyson foods|false
North Carolina Farms (CV)|Tyson Foods, Inc.|NC|1|2|36|82473|710628109|'Tyson Foods Inc.'|tyson foods|false
North Richland Hills Plant|Tyson Foods, Inc.|TX|1|3|327|730205|481175514|'Tyson Foods Inc.'|tyson foods|false
Obion County Feed Mill|Tyson Foods, Inc.|TN|1|2|32|74481|560754148|'Tyson Foods Inc.'|tyson foods|false
Obion County Growout|Tyson Foods, Inc.|TN|1|2|19|45759|560754148|'Tyson Foods Inc.'|tyson foods|false
Obion County Hatchery|Tyson Foods, Inc.|TN|1|2|37|74377|560754148|'Tyson Foods Inc.'|tyson foods|false
Obion County Plant|Tyson Foods, Inc.|TN|1|3|1598|2921508|560754148|'Tyson Foods Inc.'|tyson foods|false
Obion Live Haul|Tyson Foods, Inc.|TN|1|2|22|43119|560754148|'Tyson Foods Inc.'|tyson foods|false
Oglethorpe Feed Mill|Tyson Foods, Inc.|GA|1|2|26|55754|560754148|'Tyson Foods Inc.'|tyson foods|false
Oglethorpe Growout|Tyson Foods, Inc.|GA|1|2|18|41659|560754148|'Tyson Foods Inc.'|tyson foods|false
Oglethorpe Hatchery|Tyson Foods, Inc.|GA|1|2|43|82511|560754148|'Tyson Foods Inc.'|tyson foods|false
OK Pork|Tyson Foods, Inc.|OK|1|2|86|209126|710815074|'Tyson Foods Inc.'|tyson foods|false
Olathe Distribution Center|Tyson Foods, Inc.|KS|1|3|250|469646|481121753|'Tyson Foods Inc.'|tyson foods|false
Omaha Freezer|Tyson Foods, Inc.|NE|1|2|61|141051|911853538|'Tyson Foods Inc.'|tyson foods|false
Omaha Plant|Tyson Foods, Inc.|NE|1|3|939|2129515|911853538|'Tyson Foods Inc.'|tyson foods|false
Ottawa Fwd WH|Tyson Foods, Inc.|IL|1|2|114|182670|710857514|'Tyson Foods Inc.'|tyson foods|false
Pasco Hides|Tyson Foods, Inc.|WA|1|2|24|49551|710857514|'Tyson Foods Inc.'|tyson foods|false
Pasco Plant|Tyson Foods, Inc.|WA|1|3|1347|2621819|710857514|'Tyson Foods Inc.'|tyson foods|false
Perry Freezer|Tyson Foods, Inc.|IA|1|2|24|52226|710857514|'Tyson Foods Inc.'|tyson foods|false
Perry Plant|Tyson Foods, Inc.|IA|1|3|1295|2618549|710857514|'Tyson Foods Inc.'|tyson foods|false
Philadelphia Cooked|Tyson Foods, Inc.|PA|1|2|84|177168|815138328|'Tyson Foods Inc.'|tyson foods|false
Philadelphia Raw|Tyson Foods, Inc.|PA|1|2|135|269033|815138328|'Tyson Foods Inc.'|tyson foods|false
Pickensville Blend Mill|Tyson Foods, Inc.|AL|1|2|18|38879|830545826|'Tyson Foods Inc.'|tyson foods|false
Pine Bluff Feed Mill|Tyson Foods, Inc.|AR|1|2|21|46172|710815087|'Tyson Foods Inc.'|tyson foods|false
Pine Bluff Freezer|Tyson Foods, Inc.|AR|1|2|38|67533|710815087|'Tyson Foods Inc.'|tyson foods|false
Pine Bluff Jeff Pkwy Plant|Tyson Foods, Inc.|AR|1|3|1411|2677415|710815087|'Tyson Foods Inc.'|tyson foods|false
Pine Bluff Live Haul|Tyson Foods, Inc.|AR|1|2|23|51442|710815087|'Tyson Foods Inc.'|tyson foods|false
Pocomoke Farm|Tyson Foods, Inc.|MD|1|2|60|130919|471384119|'Tyson Foods Inc.'|tyson foods|false
Portland Plant|Tyson Foods, Inc.|ME|1|3|381|801537|010235540|'Tyson Foods Inc.'|tyson foods|false
Pottsville Distribution Center|Tyson Foods, Inc.|PA|1|3|208|384183|472384604|'Tyson Foods Inc.'|tyson foods|false
Pottsville Feed Mill|Tyson Foods, Inc.|AR|1|2|30|63774|710815087|'Tyson Foods Inc.'|tyson foods|false
Pottsville PA Drivers|Tyson Foods, Inc.|PA|1|2|116|227899|710815086|'Tyson Foods Inc.'|tyson foods|false
Rancho Cucamonga 6th Street|Tyson Foods, Inc.|CA|1|2|6|11651|330681191|'Tyson Foods Inc.'|tyson foods|false
Randall Road Plant|Tyson Foods, Inc.|AR|1|3|338|587439|710815087|'Tyson Foods Inc.'|tyson foods|false
RDC|Tyson Foods, Inc.|AR|1|2|38|69149|710815086|'Tyson Foods Inc.'|tyson foods|false
Richmond Growout|Tyson Foods, Inc.|VA|1|2|19|43282|560754148|'Tyson Foods Inc.'|tyson foods|false
Richmond Hatchery|Tyson Foods, Inc.|VA|1|2|20|39549|560754148|'Tyson Foods Inc.'|tyson foods|false
River Valley Hatchery|Tyson Foods, Inc.|AR|1|2|42|81379|710815087|'Tyson Foods Inc.'|tyson foods|false
Roaring River Feed Mill|Tyson Foods, Inc.|NC|1|2|36|69329|560754148|'Tyson Foods Inc.'|tyson foods|false
Robards Feed Mill|Tyson Foods, Inc.|KY|1|2|23|50181|710802999|'Tyson Foods Inc.'|tyson foods|false
Robards Freezer|Tyson Foods, Inc.|KY|1|2|28|50783|710802999|'Tyson Foods Inc.'|tyson foods|false
Robards Growout|Tyson Foods, Inc.|KY|1|2|28|67131|710802999|'Tyson Foods Inc.'|tyson foods|false
Robards Hatchery|Tyson Foods, Inc.|KY|1|2|35|66640|710802999|'Tyson Foods Inc.'|tyson foods|false
Robards Plant|Tyson Foods, Inc.|KY|1|3|1336|2444725|710802999|'Tyson Foods Inc.'|tyson foods|false
Rochelle Distribution Center|Tyson Foods, Inc.|IL|1|3|289|547689|710815086|'Tyson Foods Inc.'|tyson foods|false
Rome Plant|Tyson Foods, Inc.|GA|1|3|242|381379|362089049|'Tyson Foods Inc.'|tyson foods|false
RVI-Clarksville|Tyson Foods, Inc.|AR|1|2|40|84552|710815087|'Tyson Foods Inc.'|tyson foods|false
RVI-Cumming|Tyson Foods, Inc.|GA|1|2|119|296665|710815087|'Tyson Foods Inc.'|tyson foods|false
RVI-Cuthbert|Tyson Foods, Inc.|GA|1|2|132|315357|560754148|'Tyson Foods Inc.'|tyson foods|false
RVI-Forest|Tyson Foods, Inc.|MS|1|2|144|298671|640428364|'Tyson Foods Inc.'|tyson foods|false
RVI-Hanceville|Tyson Foods, Inc.|AL|1|2|164|382582|560754148|'Tyson Foods Inc.'|tyson foods|false
RVI-Harmony|Tyson Foods, Inc.|NC|1|2|76|167740|560754148|'Tyson Foods Inc.'|tyson foods|false
RVI-Robards|Tyson Foods, Inc.|KY|1|2|91|205149|710802999|'Tyson Foods Inc.'|tyson foods|false
RVI-Scranton|Tyson Foods, Inc.|AR|1|2|187|386097|710815087|'Tyson Foods Inc.'|tyson foods|false
RVI-Sedalia|Tyson Foods, Inc.|MO|1|2|29|65243|710815087|'Tyson Foods Inc.'|tyson foods|false
RVI-Temperanceville|Tyson Foods, Inc.|VA|1|2|34|69604|560754148|'Tyson Foods Inc.'|tyson foods|false
RVI-Texarkana|Tyson Foods, Inc.|AR|1|2|102|217261|710815087|'Tyson Foods Inc.'|tyson foods|false
San Lorenzo Plant|Tyson Foods, Inc.|CA|1|2|167|360589|362089049|'Tyson Foods Inc.'|tyson foods|false
